study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_name	library_layout	read_count	experiment_title	experiment_alias	fastq_ftp	submitted_ftp	sra_ftp	sample_title	bam_ftp
PRJNA904727	SAMN31851858	SRX18363099	SRR22393031	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753623	SINGLE	8339608	NextSeq 2000 sequencing: GSM6753623: II_G8_S368 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753623_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/031/SRR22393031/SRR22393031.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/031/SRR22393031	II_G8_S368	
PRJNA904727	SAMN31851622	SRX18363224	SRR22393152	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753859	SINGLE	16640716	NextSeq 2000 sequencing: GSM6753859: IV_F7_S163 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753859_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/052/SRR22393152/SRR22393152.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/052/SRR22393152	IV_F7_S163	
PRJNA904727	SAMN31851862	SRX18363095	SRR22393035	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753619	SINGLE	14280043	NextSeq 2000 sequencing: GSM6753619: II_F7_S355 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753619_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/035/SRR22393035/SRR22393035.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/035/SRR22393035	II_F7_S355	
PRJNA904727	SAMN31851624	SRX18363222	SRR22393154	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753857	SINGLE	21745182	NextSeq 2000 sequencing: GSM6753857: IV_E8_S152 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753857_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/054/SRR22393154/SRR22393154.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/054/SRR22393154	IV_E8_S152	
PRJNA904727	SAMN31851864	SRX18363093	SRR22393037	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753617	SINGLE	8562252	NextSeq 2000 sequencing: GSM6753617: II_E8_S344 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753617_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/037/SRR22393037/SRR22393037.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/037/SRR22393037	II_E8_S344	
PRJNA904727	SAMN31851866	SRX18363091	SRR22393039	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753615	SINGLE	5811330	NextSeq 2000 sequencing: GSM6753615: II_D9_S333 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753615_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/039/SRR22393039/SRR22393039.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/039/SRR22393039	II_D9_S333	
PRJNA904727	SAMN31851626	SRX18363220	SRR22393156	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753855	SINGLE	8352207	NextSeq 2000 sequencing: GSM6753855: IV_D9_S141 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753855_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/056/SRR22393156/SRR22393156.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/056/SRR22393156	IV_D9_S141	
PRJNA904727	SAMN31851868	SRX18363089	SRR22393041	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753613	SINGLE	9174613	NextSeq 2000 sequencing: GSM6753613: II_D7_S331 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753613_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/041/SRR22393041/SRR22393041.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/041/SRR22393041	II_D7_S331	
PRJNA904727	SAMN31851627	SRX18363219	SRR22393157	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753854	SINGLE	17394865	NextSeq 2000 sequencing: GSM6753854: IV_D8_S140 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753854_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/057/SRR22393157/SRR22393157.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/057/SRR22393157	IV_D8_S140	
PRJNA904727	SAMN31851877	SRX18363088	SRR22393042	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753604	SINGLE	11892357	NextSeq 2000 sequencing: GSM6753604: II_A7_S295 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753604_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/042/SRR22393042/SRR22393042.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/042/SRR22393042	II_A7_S295	
PRJNA904727	SAMN31851878	SRX18363087	SRR22393043	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753603	SINGLE	12211785	NextSeq 2000 sequencing: GSM6753603: I_H12_S288 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753603_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/043/SRR22393043/SRR22393043.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/043/SRR22393043	I_H12_S288	
PRJNA904727	SAMN31851642	SRX18363212	SRR22393164	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753839	SINGLE	7959135	NextSeq 2000 sequencing: GSM6753839: III_G11_S83 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753839_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/064/SRR22393164/SRR22393164.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/064/SRR22393164	III_G11_S83	
PRJNA904727	SAMN31851879	SRX18363086	SRR22393044	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753602	SINGLE	12889427	NextSeq 2000 sequencing: GSM6753602: I_H11_S287 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753602_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/044/SRR22393044/SRR22393044.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/044/SRR22393044	I_H11_S287	
PRJNA904727	SAMN31851643	SRX18363211	SRR22393165	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753838	SINGLE	12646316	NextSeq 2000 sequencing: GSM6753838: III_G10_S82 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753838_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/065/SRR22393165/SRR22393165.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/065/SRR22393165	III_G10_S82	
PRJNA904727	SAMN31851884	SRX18363081	SRR22393049	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753597	SINGLE	17116418	NextSeq 2000 sequencing: GSM6753597: I_F12_S264 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753597_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/049/SRR22393049/SRR22393049.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/049/SRR22393049	I_F12_S264	
PRJNA904727	SAMN31851896	SRX18363077	SRR22393053	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753585	SINGLE	15508940	NextSeq 2000 sequencing: GSM6753585: I_B12_S216 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753585_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/053/SRR22393053/SRR22393053.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/053/SRR22393053	I_B12_S216	
PRJNA904727	SAMN31851657	SRX18363205	SRR22393171	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753824	SINGLE	13845759	NextSeq 2000 sequencing: GSM6753824: III_B11_S23 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753824_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/071/SRR22393171/SRR22393171.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/071/SRR22393171	III_B11_S23	
PRJNA904727	SAMN31851690	SRX18363196	SRR22393180	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753791	SINGLE	13824814	NextSeq 2000 sequencing: GSM6753791: I_G5_S269 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753791_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/080/SRR22393180/SRR22393180.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/080/SRR22393180	I_G5_S269	
PRJNA904727	SAMN31851691	SRX18363195	SRR22393181	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753790	SINGLE	14926661	NextSeq 2000 sequencing: GSM6753790: I_G4_S268 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753790_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/081/SRR22393181/SRR22393181.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/081/SRR22393181	I_G4_S268	
PRJNA904727	SAMN31851897	SRX18363076	SRR22393054	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753584	SINGLE	12646220	NextSeq 2000 sequencing: GSM6753584: I_B11_S215 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753584_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/054/SRR22393054/SRR22393054.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/054/SRR22393054	I_B11_S215	
PRJNA904727	SAMN31851711	SRX18363191	SRR22393185	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753770	SINGLE	17302766	NextSeq 2000 sequencing: GSM6753770: IV_H5_S185 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753770_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/085/SRR22393185/SRR22393185.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/085/SRR22393185	IV_H5_S185	
PRJNA904727	SAMN31851899	SRX18363074	SRR22393056	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753582	SINGLE	11557265	NextSeq 2000 sequencing: GSM6753582: I_A12_S204 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753582_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/056/SRR22393056/SRR22393056.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/056/SRR22393056	I_A12_S204	
PRJNA904727	SAMN31851712	SRX18363190	SRR22393186	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753769	SINGLE	14574494	NextSeq 2000 sequencing: GSM6753769: IV_H4_S184 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753769_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/086/SRR22393186/SRR22393186.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/086/SRR22393186	IV_H4_S184	
PRJNA904727	SAMN31851900	SRX18363073	SRR22393057	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753581	SINGLE	5042032	NextSeq 2000 sequencing: GSM6753581: I_A11_S203 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753581_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/057/SRR22393057/SRR22393057.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/057/SRR22393057	I_A11_S203	
PRJNA904727	SAMN31851716	SRX18363186	SRR22393190	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753765	SINGLE	13602958	NextSeq 2000 sequencing: GSM6753765: IV_F6_S162 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753765_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/090/SRR22393190/SRR22393190.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/090/SRR22393190	IV_F6_S162	
PRJNA904727	SAMN31851917	SRX18363072	SRR22393058	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753564	SINGLE	7516350	NextSeq 2000 sequencing: GSM6753564: IV_C12_S132 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753564_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/058/SRR22393058/SRR22393058.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/058/SRR22393058	IV_C12_S132	
PRJNA904727	SAMN31851743	SRX18363183	SRR22393193	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753738	SINGLE	12733028	NextSeq 2000 sequencing: GSM6753738: III_E9_S57 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753738_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/093/SRR22393193/SRR22393193.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/093/SRR22393193	III_E9_S57	
PRJNA904727	SAMN31851921	SRX18363068	SRR22393062	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753560	SINGLE	5266046	NextSeq 2000 sequencing: GSM6753560: IV_B11_S119 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753560_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/062/SRR22393062/SRR22393062.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/062/SRR22393062	IV_B11_S119	
PRJNA904727	SAMN31851744	SRX18363182	SRR22393194	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753737	SINGLE	10848173	NextSeq 2000 sequencing: GSM6753737: III_E8_S56 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753737_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/094/SRR22393194/SRR22393194.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/094/SRR22393194	III_E8_S56	
PRJNA904727	SAMN31851922	SRX18363067	SRR22393063	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753559	SINGLE	12539682	NextSeq 2000 sequencing: GSM6753559: IV_B10_S118 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753559_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/063/SRR22393063/SRR22393063.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/063/SRR22393063	IV_B10_S118	
PRJNA904727	SAMN31851745	SRX18363181	SRR22393195	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753736	SINGLE	2197978	NextSeq 2000 sequencing: GSM6753736: III_E7_S55 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753736_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/095/SRR22393195/SRR22393195.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/095/SRR22393195	III_E7_S55	
PRJNA904727	SAMN31851941	SRX18363064	SRR22393066	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753540	SINGLE	8071414	NextSeq 2000 sequencing: GSM6753540: III_C3_S27 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753540_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/066/SRR22393066/SRR22393066.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/066/SRR22393066	III_C3_S27	
PRJNA904727	SAMN31851746	SRX18363180	SRR22393196	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753735	SINGLE	9927915	NextSeq 2000 sequencing: GSM6753735: III_D9_S45 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753735_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/096/SRR22393196/SRR22393196.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/096/SRR22393196	III_D9_S45	
PRJNA904727	SAMN31851942	SRX18363063	SRR22393067	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753539	SINGLE	4673505	NextSeq 2000 sequencing: GSM6753539: III_C2_S26 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753539_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/067/SRR22393067/SRR22393067.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/067/SRR22393067	III_C2_S26	
PRJNA904727	SAMN31851748	SRX18363178	SRR22393198	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753733	SINGLE	5217568	NextSeq 2000 sequencing: GSM6753733: III_D7_S43 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753733_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/098/SRR22393198/SRR22393198.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/098/SRR22393198	III_D7_S43	
PRJNA904727	SAMN31851947	SRX18363058	SRR22393072	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753534	SINGLE	9883441	NextSeq 2000 sequencing: GSM6753534: III_A3_S3 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753534_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/072/SRR22393072/SRR22393072.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/072/SRR22393072	III_A3_S3	
PRJNA904727	SAMN31851783	SRX18363175	SRR22393201	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753698	SINGLE	16157223	NextSeq 2000 sequencing: GSM6753698: I_H2_S278 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753698_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/001/SRR22393201/SRR22393201.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/001/SRR22393201	I_H2_S278	
PRJNA904727	SAMN31851973	SRX18363056	SRR22393074	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753508	SINGLE	8499482	NextSeq 2000 sequencing: GSM6753508: II_A4_S292 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753508_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/074/SRR22393074/SRR22393074.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/074/SRR22393074	II_A4_S292	
PRJNA904727	SAMN31851788	SRX18363170	SRR22393206	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753693	SINGLE	6605015	NextSeq 2000 sequencing: GSM6753693: I_F3_S255 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753693_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/006/SRR22393206/SRR22393206.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/006/SRR22393206	I_F3_S255	
PRJNA904727	SAMN31851980	SRX18363049	SRR22393081	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753501	SINGLE	8351217	NextSeq 2000 sequencing: GSM6753501: I_F9_S261 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753501_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/081/SRR22393081/SRR22393081.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/081/SRR22393081	I_F9_S261	
PRJNA904727	SAMN31851927	SRX18363159	SRR22393217	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753554	SINGLE	15598364	NextSeq 2000 sequencing: GSM6753554: III_H2_S86 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753554_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/017/SRR22393217/SRR22393217.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/017/SRR22393217	III_H2_S86	
PRJNA904727	SAMN31851702	SRX18363039	SRR22393091	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753779	SINGLE	14133115	NextSeq 2000 sequencing: GSM6753779: I_C5_S221 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753779_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/091/SRR22393091/SRR22393091.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/091/SRR22393091	I_C5_S221	
PRJNA904727	SAMN31851930	SRX18363156	SRR22393220	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753551	SINGLE	13845654	NextSeq 2000 sequencing: GSM6753551: III_G2_S74 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753551_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/020/SRR22393220/SRR22393220.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/020/SRR22393220	III_G2_S74	
PRJNA904727	SAMN31851705	SRX18363036	SRR22393094	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753776	SINGLE	12630826	NextSeq 2000 sequencing: GSM6753776: I_B5_S209 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753776_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/094/SRR22393094/SRR22393094.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/094/SRR22393094	I_B5_S209	
PRJNA904727	SAMN31851932	SRX18363154	SRR22393222	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753549	SINGLE	12015801	NextSeq 2000 sequencing: GSM6753549: III_F3_S63 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753549_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/022/SRR22393222/SRR22393222.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/022/SRR22393222	III_F3_S63	
PRJNA904727	SAMN31851726	SRX18363031	SRR22393099	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753755	SINGLE	10836495	NextSeq 2000 sequencing: GSM6753755: IV_C5_S125 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753755_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/099/SRR22393099/SRR22393099.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/099/SRR22393099	IV_C5_S125	
PRJNA904727	SAMN31851950	SRX18363152	SRR22393224	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753531	SINGLE	9543722	NextSeq 2000 sequencing: GSM6753531: II_H6_S378 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753531_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/024/SRR22393224/SRR22393224.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/024/SRR22393224	II_H6_S378	
PRJNA904727	SAMN31851727	SRX18363030	SRR22393100	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753754	SINGLE	19136416	NextSeq 2000 sequencing: GSM6753754: IV_C4_S124 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753754_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/000/SRR22393100/SRR22393100.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/000/SRR22393100	IV_C4_S124	
PRJNA904727	SAMN31851954	SRX18363148	SRR22393228	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753527	SINGLE	11499197	NextSeq 2000 sequencing: GSM6753527: II_G5_S365 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753527_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/028/SRR22393228/SRR22393228.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/028/SRR22393228	II_G5_S365	
PRJNA904727	SAMN31851728	SRX18363029	SRR22393101	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753753	SINGLE	14324356	NextSeq 2000 sequencing: GSM6753753: IV_B6_S114 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753753_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/001/SRR22393101/SRR22393101.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/001/SRR22393101	IV_B6_S114	
PRJNA904727	SAMN31851956	SRX18363146	SRR22393230	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753525	SINGLE	9319879	NextSeq 2000 sequencing: GSM6753525: II_F6_S354 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753525_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/030/SRR22393230/SRR22393230.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/030/SRR22393230	II_F6_S354	
PRJNA904727	SAMN31851731	SRX18363026	SRR22393104	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753750	SINGLE	14885156	NextSeq 2000 sequencing: GSM6753750: IV_A6_S102 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753750_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/004/SRR22393104/SRR22393104.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/004/SRR22393104	IV_A6_S102	
PRJNA904727	SAMN31851732	SRX18363025	SRR22393105	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753749	SINGLE	18802614	NextSeq 2000 sequencing: GSM6753749: IV_A5_S101 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753749_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/005/SRR22393105/SRR22393105.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/005/SRR22393105	IV_A5_S101	
PRJNA904727	SAMN31851765	SRX18363024	SRR22393106	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753716	SINGLE	18191217	NextSeq 2000 sequencing: GSM6753716: II_F11_S359 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753716_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/006/SRR22393106/SRR22393106.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/006/SRR22393106	II_F11_S359	
PRJNA904727	SAMN31851766	SRX18363023	SRR22393107	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753715	SINGLE	14421786	NextSeq 2000 sequencing: GSM6753715: II_F10_S358 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753715_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/007/SRR22393107/SRR22393107.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/007/SRR22393107	II_F10_S358	
PRJNA904727	SAMN31851736	SRX18363141	SRR22393112	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753745	SINGLE	11560132	NextSeq 2000 sequencing: GSM6753745: III_H7_S91 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753745_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/012/SRR22393112/SRR22393112.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/012/SRR22393112	III_H7_S91	
